;Unnamed: 0.1;Unnamed: 0;participant;list;item;condition_id;verbclass;reference;NP1gender;prompt;cont;analyzable;word_order;anaphor_type;pers;name;filter_$;type;NP1;NP2;Koreferenz;Anaphorische Form;verb;AbstConc;Arou;IMG;Val
870;870;870;1015.0;5.0;24.0;6.0;se;object;f;Frederike begeisterte Rainer auf vielfältige Art und Weise, weil;er das Gefühl hatte, dass sie seine Arbeitsanweisungen verstand.;5.0;so;pers;1.0;0.0;Selected;Experiment;Frederike;Rainer;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
871;871;871;1018.0;1.0;24.0;6.0;se;object;f;Frederike begeisterte Rainer auf vielfältige Art und Weise, weil;er selbst von ihren Abenteuern nur träumen konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Frederike;Rainer;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
872;872;872;1020.0;1.0;24.0;6.0;se;object;f;Frederike begeisterte Rainer auf vielfältige Art und Weise, weil;er sie interessant fand.;5.0;so;pers;1.0;0.0;Selected;Experiment;Frederike;Rainer;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
873;873;873;1039.0;5.0;24.0;6.0;se;object;f;Frederike begeisterte Rainer auf vielfältige Art und Weise, weil;er ein schnell zu begeisternder Mensch ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Frederike;Rainer;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
874;874;874;1040.0;1.0;24.0;6.0;se;object;f;Frederike begeisterte Rainer auf vielfältige Art und Weise, weil;er sowas noch nie erlebt hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Frederike;Rainer;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
875;875;875;105.0;2.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie selbst schon lange nichts mehr zu lachen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
876;876;876;108.0;6.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie ständig etwas Neues mit ihm erlebte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
877;877;877;1011.0;2.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie Katzen liebte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
878;878;878;1016.0;2.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie noch nie einen so versierten Musiker in Aktion erlebt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
879;879;879;1021.0;6.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie leicht zu begeistern war;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
880;880;880;1022.0;2.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie ihn toll fand.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
881;881;881;1023.0;6.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie ihn toll fand;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
882;882;882;1027.0;6.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie leicht zu begeistern war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
883;883;883;1031.0;6.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie leicht zu begeistern war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
884;884;884;1038.0;2.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie auf Männer mit vielen Talenten stand.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
885;885;885;1041.0;6.0;24.0;7.0;se;object;m;Hendrik begeisterte Paula auf vielfältige Art und Weise, weil;sie eine Schwäche für Lego hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hendrik;Paula;NP2;personal;begeisterte;3.577;6.172;4.649;7.647
886;886;886;104.0;6.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er sie liebt.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
887;887;887;105.0;2.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er sie sehr gut kannte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
888;888;888;108.0;6.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er Leuten nicht traute, deren Namen sich auch rückwarts schreiben ließen.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
889;889;889;1011.0;2.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er damit nicht gerechnet hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
890;890;890;1016.0;2.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er sich Sorgen um ihre depressiven Zustände machte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
891;891;891;1021.0;6.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er hörte, dass sie magersüchtig war;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
892;892;892;1022.0;2.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er sich um sie sorgte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
893;893;893;1027.0;6.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er sich immer noch nicht auf die Suche nach einem neuen Job gemacht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
894;894;894;1031.0;6.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er nicht wusste, warum sie nicht mehr mit ihm redete.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
895;895;895;1038.0;2.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er schlimme Geschichten über sie gehört hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
896;896;896;1041.0;6.0;25.0;6.0;se;object;f;Hannah beunruhigte Ramon seit ein paar Monaten, weil;er Angst vor ihrer Rache hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Hannah;Ramon;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
897;897;897;1026.0;7.0;25.0;7.0;se;object;m;Jacob beunruhigte Pia seit ein paar Monaten, weil;sie sich zu viel sorgte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacob;Pia;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
898;898;898;1029.0;7.0;25.0;7.0;se;object;m;Jacob beunruhigte Pia seit ein paar Monaten, weil;sie ihn noch nie so müde erlebt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacob;Pia;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
899;899;899;1036.0;3.0;25.0;7.0;se;object;m;Jacob beunruhigte Pia seit ein paar Monaten, weil;sie das Gefühl hatte, dass er ihre Ã„ngste nicht ernst nahm.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacob;Pia;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
900;900;900;1037.0;7.0;25.0;7.0;se;object;m;Jacob beunruhigte Pia seit ein paar Monaten, weil;sie sich leicht Sorgen macht;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacob;Pia;NP2;personal;beunruhigte;2.925;6.556;3.885;3.126
901;901;901;1014.0;7.0;26.0;6.0;se;object;f;Heidi bezauberte Robert über alle Maßen, weil;er andere Frauen gewöhnt war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Heidi;Robert;NP2;personal;bezauberte;3.142;5.993;4.987;7.469
902;902;902;1036.0;3.0;26.0;6.0;se;object;f;Heidi bezauberte Robert über alle Maßen, weil;er einer Frau, die ihn so anlächelte, selten widerstehen konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Heidi;Robert;NP2;personal;bezauberte;3.142;5.993;4.987;7.469
903;903;903;1037.0;7.0;26.0;6.0;se;object;f;Heidi bezauberte Robert über alle Maßen, weil;er auf blonde Frauen steht;5.0;so;pers;1.0;0.0;Selected;Experiment;Heidi;Robert;NP2;personal;bezauberte;3.142;5.993;4.987;7.469
904;904;904;101.0;8.0;26.0;7.0;se;object;m;Jan bezauberte Rosa über alle Maßen, weil;sie von seinem Charme fasziniert war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jan;Rosa;NP2;personal;bezauberte;3.142;5.993;4.987;7.469
905;905;905;1028.0;8.0;26.0;7.0;se;object;m;Jan bezauberte Rosa über alle Maßen, weil;sie noch nie mit Blumen überrascht wurde.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jan;Rosa;NP2;personal;bezauberte;3.142;5.993;4.987;7.469
906;906;906;1032.0;8.0;26.0;7.0;se;object;m;Jan bezauberte Rosa über alle Maßen, weil;sie JAn mochte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jan;Rosa;NP2;personal;bezauberte;3.142;5.993;4.987;7.469
907;907;907;1034.0;8.0;26.0;7.0;se;object;m;Jan bezauberte Rosa über alle Maßen, weil;sie Geburtstag hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jan;Rosa;NP2;personal;bezauberte;3.142;5.993;4.987;7.469
908;908;908;101.0;8.0;27.0;6.0;se;object;f;Helene enttäuschte Robin sehr heftig, weil;er gehofft hatte, dass sie ihn nicht mehr betrügen würde.;5.0;so;pers;1.0;0.0;Selected;Experiment;Helene;Robin;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
909;909;909;1025.0;4.0;27.0;6.0;se;object;f;Helene enttäuschte Robin sehr heftig, weil;er zu hohe Erwartungen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Helene;Robin;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
910;910;910;1030.0;4.0;27.0;6.0;se;object;f;Helene enttäuschte Robin sehr heftig, weil;er bisher große Stücke auf sie gehalten hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Helene;Robin;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
911;911;911;1032.0;8.0;27.0;6.0;se;object;f;Helene enttäuschte Robin sehr heftig, weil;er hohe Erwartungen hegte;5.0;so;pers;1.0;0.0;Selected;Experiment;Helene;Robin;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
912;912;912;1033.0;4.0;27.0;6.0;se;object;f;Helene enttäuschte Robin sehr heftig, weil;er sie eigentlich dabei haben wollte;5.0;so;pers;1.0;0.0;Selected;Experiment;Helene;Robin;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
913;913;913;102.0;1.0;27.0;7.0;se;object;m;Johannes enttäuschte Sabrina sehr heftig, weil;sie ihm immer vertraut hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Johannes;Sabrina;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
914;914;914;106.0;5.0;27.0;7.0;se;object;m;Johannes enttäuschte Sabrina sehr heftig, weil;sie viel mehr von ihm erwattet hätte;5.0;so;pers;1.0;0.0;Selected;Experiment;Johannes;Sabrina;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
915;915;915;1015.0;5.0;27.0;7.0;se;object;m;Johannes enttäuschte Sabrina sehr heftig, weil;sie dieses Mal wirklich auf ihn gezählt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johannes;Sabrina;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
916;916;916;1018.0;1.0;27.0;7.0;se;object;m;Johannes enttäuschte Sabrina sehr heftig, weil;sie sich solch ein Verhalten nicht erklären konnte;5.0;so;pers;1.0;0.0;Selected;Experiment;Johannes;Sabrina;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
917;917;917;1020.0;1.0;27.0;7.0;se;object;m;Johannes enttäuschte Sabrina sehr heftig, weil;sie ihn liebte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johannes;Sabrina;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
918;918;918;1039.0;5.0;27.0;7.0;se;object;m;Johannes enttäuschte Sabrina sehr heftig, weil;sie enttäuscht werden wollte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Johannes;Sabrina;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
919;919;919;1042.0;5.0;27.0;7.0;se;object;m;Johannes enttäuschte Sabrina sehr heftig, weil;sie Jungfrau war;5.0;so;pers;1.0;0.0;Selected;Experiment;Johannes;Sabrina;NP2;personal;enttäuschte;2.005;6.293;4.299;3.884
920;920;920;109.0;5.0;28.0;6.0;se;object;f;Henrike entzückte Rüdiger ganz außergewöhnlich, weil;er Frühstück im Bett liebte;5.0;so;pers;1.0;0.0;Selected;Experiment;Henrike;Rüdiger;NP2;personal;entzückte;2.801;5.376;4.85;7.646
921;921;921;1015.0;5.0;28.0;6.0;se;object;f;Henrike entzückte Rüdiger ganz außergewöhnlich, weil;er schon lange nach jemandem wie ihr gesucht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Henrike;Rüdiger;NP2;personal;entzückte;2.801;5.376;4.85;7.646
922;922;922;1018.0;1.0;28.0;6.0;se;object;f;Henrike entzückte Rüdiger ganz außergewöhnlich, weil;er noch nie so eine tolle Frau gesehen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Henrike;Rüdiger;NP2;personal;entzückte;2.801;5.376;4.85;7.646
923;923;923;1020.0;1.0;28.0;6.0;se;object;f;Henrike entzückte Rüdiger ganz außergewöhnlich, weil;er zufällig hinsah.;5.0;so;pers;1.0;0.0;Selected;Experiment;Henrike;Rüdiger;NP2;personal;entzückte;2.801;5.376;4.85;7.646
924;924;924;1039.0;5.0;28.0;6.0;se;object;f;Henrike entzückte Rüdiger ganz außergewöhnlich, weil;er auf sie nicht vorbereitet war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Henrike;Rüdiger;NP2;personal;entzückte;2.801;5.376;4.85;7.646
925;925;925;1040.0;1.0;28.0;6.0;se;object;f;Henrike entzückte Rüdiger ganz außergewöhnlich, weil;er sowas noch nie erlebt hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Henrike;Rüdiger;NP2;personal;entzückte;2.801;5.376;4.85;7.646
926;926;926;105.0;2.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;sie mit so einem netten Kompliment nicht gerechnet hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;NP2;personal;entzückte;2.801;5.376;4.85;7.646
927;927;927;108.0;6.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;sie leicht zu entzücken war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;NP2;personal;entzückte;2.801;5.376;4.85;7.646
928;928;928;1016.0;2.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;sie nicht auf die wunderschönen Orchideen gefasst war, die er ihr zur Feier ihres ersten Solokonzerts mitgebracht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;NP2;personal;entzückte;2.801;5.376;4.85;7.646
929;929;929;1021.0;6.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;sie in ihm ihren Seelenverwandten fand;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;NP2;personal;entzückte;2.801;5.376;4.85;7.646
930;930;930;1023.0;6.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;sie in ihn verliebt ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;NP2;personal;entzückte;2.801;5.376;4.85;7.646
931;931;931;1027.0;6.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;sie von ihm einen Kuss auf die Wange bekam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;NP2;personal;entzückte;2.801;5.376;4.85;7.646
932;932;932;1031.0;6.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;ihr sein eigens komponiertes Lied gut gefiel.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;;;entzückte;2.801;5.376;4.85;7.646
933;933;933;1038.0;2.0;28.0;7.0;se;object;m;Jonas entzückte Sandra ganz außergewöhnlich, weil;sie nichts von seiner Tierliebe gewusst hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonas;Sandra;NP2;personal;entzückte;2.801;5.376;4.85;7.646
934;934;934;1011.0;2.0;29.0;6.0;se;object;f;Isabella erfreute Igor mehr als je zuvor, weil;er sich das schon immer gewünscht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Isabella;Igor;NP2;personal;erfreute;3.008;4.287;4.222;7.638
935;935;935;1016.0;2.0;29.0;6.0;se;object;f;Isabella erfreute Igor mehr als je zuvor, weil;er sich endlich über den frisch gebackenen Kuchen hermachen durfte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Isabella;Igor;NP2;personal;erfreute;3.008;4.287;4.222;7.638
936;936;936;1021.0;6.0;29.0;6.0;se;object;f;Isabella erfreute Igor mehr als je zuvor, weil;er von ihr Blumen geschenkt bekommen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Isabella;Igor;NP2;personal;erfreute;3.008;4.287;4.222;7.638
937;937;937;1027.0;6.0;29.0;6.0;se;object;f;Isabella erfreute Igor mehr als je zuvor, weil;er endlich von ihr die lang erwartete Frage gestellt bekommen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Isabella;Igor;NP2;personal;erfreute;3.008;4.287;4.222;7.638
938;938;938;1031.0;6.0;29.0;6.0;se;object;f;Isabella erfreute Igor mehr als je zuvor, weil;ihm davor nie aufgefallen ist, wie viele Dinge sie für ihn tut.;5.0;so;pers;1.0;0.0;Selected;Experiment;Isabella;Igor;NP1;personal;erfreute;3.008;4.287;4.222;7.638
939;939;939;1038.0;2.0;29.0;6.0;se;object;f;Isabella erfreute Igor mehr als je zuvor, weil;er nicht mit ihrem Kommen gerechnet hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Isabella;Igor;NP2;personal;erfreute;3.008;4.287;4.222;7.638
940;940;940;1014.0;7.0;29.0;7.0;se;object;m;Jonathan erfreute Sarah mehr als je zuvor, weil;sie zum ersten Mal mit ihm im Urlaub war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonathan;Sarah;NP2;personal;erfreute;3.008;4.287;4.222;7.638
941;941;941;1019.0;7.0;29.0;7.0;se;object;m;Jonathan erfreute Sarah mehr als je zuvor, weil;sie sich nichts erhofft hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonathan;Sarah;NP2;personal;erfreute;3.008;4.287;4.222;7.638
942;942;942;1026.0;7.0;29.0;7.0;se;object;m;Jonathan erfreute Sarah mehr als je zuvor, weil;sie nicht damit gerechnet hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonathan;Sarah;NP2;personal;erfreute;3.008;4.287;4.222;7.638
943;943;943;1029.0;7.0;29.0;7.0;se;object;m;Jonathan erfreute Sarah mehr als je zuvor, weil;sie sich genau dieses Verhalten von ihm gewünscht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonathan;Sarah;NP2;personal;erfreute;3.008;4.287;4.222;7.638
944;944;944;1036.0;3.0;29.0;7.0;se;object;m;Jonathan erfreute Sarah mehr als je zuvor, weil;sie mit einer so großzügigen Geste überhaupt nicht gerechnet hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonathan;Sarah;NP2;personal;erfreute;3.008;4.287;4.222;7.638
945;945;945;1037.0;7.0;29.0;7.0;se;object;m;Jonathan erfreute Sarah mehr als je zuvor, weil;sie endlich den Antrag bekam;5.0;so;pers;1.0;0.0;Selected;Experiment;Jonathan;Sarah;NP2;personal;erfreute;3.008;4.287;4.222;7.638
946;946;946;107.0;3.0;30.0;6.0;se;object;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;er so vertieft in seinem Buch war und gar nicht bemerkt hatte, dass Jaqueline in sein Zimmer kam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
947;947;947;1013.0;3.0;30.0;6.0;se;object;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;er vergaß, dass sie in seinem Zimmer saß.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
948;948;948;1014.0;7.0;30.0;6.0;se;object;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;er überrascht von ihr war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
949;949;949;1019.0;7.0;30.0;6.0;se;object;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;er nicht aufgepasst hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
950;950;950;1026.0;7.0;30.0;6.0;se;object;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;er sagte, dass sie das nicht schaffen würde;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
951;951;951;1036.0;3.0;30.0;6.0;se;object;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;er sie bereits für tot gehalten hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
952;952;952;1037.0;7.0;30.0;6.0;se;object;f;Jacqueline erschreckte Sebastian fast zu Tode, weil;er schlief als sie ihn weckte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jacqueline;Sebastian;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
953;953;953;101.0;8.0;30.0;7.0;se;object;m;Jürgen erschreckte Saskia fast zu Tode, weil;sie sich gerade unbeobachtet fühlte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
954;954;954;1025.0;4.0;30.0;7.0;se;object;m;Jürgen erschreckte Saskia fast zu Tode, weil;sie das nicht erwartet hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
955;955;955;1028.0;8.0;30.0;7.0;se;object;m;Jürgen erschreckte Saskia fast zu Tode, weil;sie ihn nicht kommen hörte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
956;956;956;1030.0;4.0;30.0;7.0;se;object;m;Jürgen erschreckte Saskia fast zu Tode, weil;sie nachts immer so viel Angst hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
957;957;957;1032.0;8.0;30.0;7.0;se;object;m;Jürgen erschreckte Saskia fast zu Tode, weil;sie Clowns nicht mag;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
958;958;958;1033.0;4.0;30.0;7.0;se;object;m;Jürgen erschreckte Saskia fast zu Tode, weil;sie mit seiner Anwesenheit nicht rechnete;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
959;959;959;1034.0;8.0;30.0;7.0;se;object;m;Jürgen erschreckte Saskia fast zu Tode, weil;sie nicht mit jemandem rechnete;5.0;so;pers;1.0;0.0;Selected;Experiment;Jürgen;Saskia;NP2;personal;erschreckte;4.557;6.759;5.78;3.016
960;960;960;101.0;8.0;31.0;6.0;se;object;f;Jana erstaunte Simon auf das Heftigste, weil;er nicht wusste, dass sie sich für Autos interessiert.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
961;961;961;1030.0;4.0;31.0;6.0;se;object;f;Jana erstaunte Simon auf das Heftigste, weil;er sie immer für dumm gehalten hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
962;962;962;1033.0;4.0;31.0;6.0;se;object;f;Jana erstaunte Simon auf das Heftigste, weil;er mit ihrer Unterstützung nicht gerechnet hätte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
963;963;963;1034.0;8.0;31.0;6.0;se;object;f;Jana erstaunte Simon auf das Heftigste, weil;er nicht mit ihr gerechnet hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Jana;Simon;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
964;964;964;102.0;1.0;31.0;7.0;se;object;m;Julian erstaunte Simone auf das Heftigste, weil;sie seine Grausamkeit nicht erwartet hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Julian;Simone;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
965;965;965;106.0;5.0;31.0;7.0;se;object;m;Julian erstaunte Simone auf das Heftigste, weil;sie nicht mit so einer reaktion von ihm gerechnet hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Julian;Simone;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
966;966;966;109.0;5.0;31.0;7.0;se;object;m;Julian erstaunte Simone auf das Heftigste, weil;sie so etwas noch nie gesehen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Julian;Simone;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
967;967;967;1015.0;5.0;31.0;7.0;se;object;m;Julian erstaunte Simone auf das Heftigste, weil;sie ihn ganz anders eingeschätzt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Julian;Simone;NP2;personal;erstaunte;2.904;4.992;2.843;5.766
