;Unnamed: 0;Participant;List;type;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1gender;NP2_gender;verbclass;Connective;prompt;cont;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;NP1;NP2
1782;1782;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;59;2;1,56041E+13;2;weil_es_fm;verehren;object;f; m;es; weil;Anastasia verehrte Patrick, weil;Er so liebevoll mit ihr umging;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1591;2020;Selected;Anastasia;Patrick
1783;1783;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;8;3;1,56041E+13;2;weil_se_mf;enttäuschen;subject;m; f;se; weil;Michael enttäuschte Simone, weil;Er sich nicht mit ihr treffen wollte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1022;2003;Selected;Michael;Simone
1784;1784;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;53;4;1,56041E+13;2;weil_se_fm;inspirieren;subject;f; m;se; weil;Saskia inspirierte Kevin, weil;Sie immer nur gesundes Essen isst;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1948;2017;Selected;Saskia;Kevin
1785;1785;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;41;5;1,56041E+13;2;weil_es_mf;vergöttern;object;m; f;es; weil;Tim vergötterte Martha, weil;Sie das hübscheste Mädchen auf der Schule war;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1891;2013;Selected;Tim;Martha
1786;1786;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;104;5;1,56042E+13;2;sodass_se_fm;bezaubern;object;f; m;se; sodass;Martha bezauberte Tim, sodass;Er sich in sie verliebte;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1999;2035;Selected;Martha;Tim
1787;1787;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;12;6;1,56041E+13;2;weil_es_fm;misstrauen;object;f; m;es; weil;Jana misstraute Daniel, weil;er sie schon einmal hintergangen hatte;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1845;2005;Selected;Jana;Daniel
1788;1788;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;40;6;1,56041E+13;2;sodass_se_mf;verwirren;object;m; f;se; sodass;Daniel verwirrte Jana, sodass;sie nicht wusste was sie machen soll;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1090;2012;Selected;Daniel;Jana
1789;1789;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;65;7;1,56041E+13;2;weil_se_mf;überraschen;subject;m; f;se; weil;Oliver überraschte Lena, weil;Er ihr Blumen schenkte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;773;2024;Selected;Oliver;Lena
1790;1790;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;71;7;1,56042E+13;2;sodass_es_fm;schätzen;subject;f; m;es; sodass;Lena schätzte Oliver, sodass;Sie ihm das mitteilte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1277;2027;Selected;Lena;Oliver
1791;1791;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;23;8;1,56041E+12;2;sodass_es_mf;mögen;subject;m; f;es; sodass;Tobias mochte Jennifer, sodass;Er sich mit ihr treffen wollte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1286;2007;Selected;Tobias;Jennifer
1792;1792;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;47;9;1,56041E+13;2;weil_es_mf;hassen;object;m; f;es; weil;Malte hasste Annemarie, weil;Sie den Job bekommen hat den er haben wollte;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;320;2016;Selected;Malte;Annemarie
1793;1793;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;111;10;1,56042E+13;2;weil_es_fm;achten;object;f; m;es; weil;Adele achtete Robin, weil;Er sich um arme Kinder kümmerte;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;501;2039;Selected;Adele;Robin
1794;1794;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;26;10;1,56041E+13;2;sodass_se_mf;beeindrucken;object;m; f;se; sodass;Robin beeindruckte Adele, sodass;Sie ihn um ein Autogramm bat;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1408;2009;Selected;Robin;Adele
1795;1795;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;22;11;1,56041E+13;2;weil_se_mf;begeistern;subject;m; f;se; weil;Armin begeisterte Anna, weil;Er sehr gut Klavier spielen kann;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1715;2006;Selected;Armin;Anna
1796;1796;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;107;11;1,56042E+13;2;sodass_es_fm;bewundern;subject;f; m;es; sodass;Anna bewunderte Armin, sodass;Sie ganz aufgeregt war mit ihm zu reden;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1369;2037;Selected;Anna;Armin
1797;1797;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;31;12;1,56041E+13;2;sodass_es_mf;lieben;subject;m; f;es; sodass;Fritz liebte Emma, sodass;Er ihr einen Antrag machte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1638;2011;Selected;Fritz;Emma
1798;1798;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;46;13;1,56041E+13;2;weil_es_mf;bemitleiden;object;m; f;es; weil;Jacob bemitleidete Melanie, weil;Sie durch alle ihre Prüfungen gefallen war;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1687;2015;Selected;Jacob;Melanie
1799;1799;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;116;13;1,56042E+13;2;sodass_se_fm;langweilen;object;f; m;se; sodass;Melanie langweilte Jacob, sodass;Er keine Lust mehr hatte mit ihr zu reden;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1142;2041;Selected;Melanie;Jacob
1800;1800;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;70;14;1,56042E+13;2;weil_es_fm;anhimmeln;object;f; m;es; weil;Janina himmelte Yannick an, weil;Er der heißeste Junge auf dem Fußballplatz war;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;29;2026;Selected;Janina;Yannick
1801;1801;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;97;14;1,56042E+13;2;sodass_se_mf;verblüffen;object;m; f;se; sodass;Yannick verblüffte Janina, sodass;Sie sprachlos da stand;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;505;2034;Selected;Yannick;Janina
1802;1802;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;25;15;1,56041E+13;2;weil_se_mf;ängstigen;subject;m; f;se; weil;Rüdiger ängstigte Katharina, weil;Er groß und stark tätowiert ist;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;455;2008;Selected;Rüdiger;Katharina
1803;1803;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;58;15;1,56041E+13;2;sodass_es_fm;fürchten;subject;f; m;es; sodass;Katharina fürchtete Rüdiger, sodass;Sie ihr Pfefferspray auspackte und ihm drohte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;392;2019;Selected;Katharina;Rüdiger
1804;1804;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;28;16;1,56041E+13;2;weil_se_fm;entzücken;subject;f; m;se; weil;Stefanie entzückte Dennis, weil;sie zu seinem Fußballspiel gekommen war;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1317;2010;Selected;Stefanie;Dennis
1805;1805;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;68;17;1,56041E+13;2;weil_es_mf;vermissen;object;m; f;es; weil;Felix vermisste Marike, weil;Sie sich seit 6 Monaten nicht mehr gesehen hatten;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1740;2025;Selected;Felix;Marike
1806;1806;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;85;17;1,56042E+13;2;sodass_se_fm;irritieren;object;f; m;se; sodass;Marike irritierte Felix, sodass;Er perplex dastand und nicht weiter wusste;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1113;2032;Selected;Marike;Felix
1807;1807;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;62;18;1,56041E+13;2;weil_es_fm;ekeln sich vor;object;f; m;es; weil;Marie ekelte sich vor Klaus, weil;Er nach dem Klogang die Hände nicht gewaschen hatte;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1907;2023;Selected;Marie;Klaus
1808;1808;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;44;19;1,56041E+13;2;weil_se_mf;erschüttern;subject;m; f;se; weil;Alexander erschütterte Alisa, weil;Er mit ihrer besten Freundin geschlafen hatte;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;105;2014;Selected;Alexander;Alisa
1809;1809;412;4;Experiment;20;female;rechts;78224;72074;keine;nein;female;110;19;1,56042E+12;2;sodass_es_fm;sorgen sich um;subject;f; m;es; sodass;Alisa sorgte sich um Alexander, sodass;Sie ihn besuchte als er krank im Bett lag;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1009;2038;Selected;Alisa;Alexander
1810;1810;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;3;1;1,56054E+13;2;weil_es_mf;verachten;object;m; f;es; weil;Lars verachtete Johanna, weil;Sie mehr Aufmerksamkeit bekam als er.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;952;2042;Selected;Lars;Johanna
1811;1811;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;48;1;1,56054E+13;2;sodass_se_fm;schockieren;object;f; m;se; sodass;Johanna schockierte Lars, sodass;er ihr direkt die Faust in den Magen schmetterte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1371;2062;Selected;Johanna;Lars
1812;1812;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;44;2;1,56054E+13;2;weil_es_fm;verehren;object;f; m;es; weil;Anastasia verehrte Patrick, weil;er in Wirklichkeit König von Deutschland war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;683;2060;Selected;Anastasia;Patrick
1813;1813;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;16;2;1,56054E+13;2;sodass_se_mf;faszinieren;object;m; f;se; sodass;Patrick faszinierte Anastasia, sodass;sie nur noch Augen für ihn hatte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1778;2049;Selected;Patrick;Anastasia
1814;1814;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;46;3;1,56054E+13;2;weil_se_mf;enttäuschen;subject;m; f;se; weil;Michael enttäuschte Simone, weil;er sie wieder nicht zum Orgasmus bringen konnte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1640;2061;Selected;Michael;Simone
1815;1815;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;29;4;1,56054E+13;2;sodass_es_mf;respektieren;subject;m; f;es; sodass;Kevin respektierte Saskia, sodass;er sie nicht einmal nach jahrelanger Bekanntschaft duzte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;772;2055;Selected;Kevin;Saskia
1816;1816;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;75;5;1,56054E+13;2;weil_es_mf;vergöttern;object;m; f;es; weil;Tim vergötterte Martha, weil;sie die größten Brüste hatte, die ihm je unter die Augen kamen.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;279;2070;Selected;Tim;Martha
1817;1817;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;79;5;1,56054E+13;2;sodass_se_fm;bezaubern;object;f; m;se; sodass;Martha bezauberte Tim, sodass;er beschloss, sie zu seiner Frau zu nehmen.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1698;2071;Selected;Martha;Tim
1818;1818;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;43;6;1,56054E+13;2;weil_es_fm;misstrauen;object;f; m;es; weil;Jana misstraute Daniel, weil;er plötzlich mit Geld um sich warf.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1200;2059;Selected;Jana;Daniel
1819;1819;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;109;6;1,56054E+13;2;sodass_se_mf;verwirren;object;m; f;se; sodass;Daniel verwirrte Jana, sodass;sie ihm ein Sandwich mit Holz belegte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1122;2080;Selected;Daniel;Jana
1820;1820;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;24;7;1,56054E+13;2;weil_se_mf;überraschen;subject;m; f;se; weil;Oliver überraschte Lena, weil;er früher Olivia hieß.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1936;2053;Selected;Oliver;Lena
1821;1821;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;72;7;1,56054E+13;2;sodass_es_fm;schätzen;subject;f; m;es; sodass;Lena schätzte Oliver, sodass;sie ihm beim nächsten Termin in den Mund pinkelte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;722;2069;Selected;Lena;Oliver
1822;1822;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;93;8;1,56054E+13;2;sodass_es_mf;mögen;subject;m; f;es; sodass;Tobias mochte Jennifer, sodass;er ihr ein Geschenk machte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1254;2076;Selected;Tobias;Jennifer
1823;1823;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;68;9;1,56054E+13;2;weil_es_mf;hassen;object;m; f;es; weil;Malte hasste Annemarie, weil;sie ständig beleidigende Bilder von Malte malte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2074;2067;Selected;Malte;Annemarie
1824;1824;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;22;9;1,56054E+13;2;sodass_se_fm;stören;object;f; m;se; sodass;Annemarie störte Malte, sodass;er nur noch Mist malte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;882;2051;Selected;Annemarie;Malte
1825;1825;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;71;10;1,56054E+13;2;weil_es_fm;achten;object;f; m;es; weil;Adele achtete Robin, weil;er nichts dagegen hatte, dass sie früher ein Mann war.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;645;2068;Selected;Adele;Robin
1826;1826;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;4;10;1,56054E+12;2;sodass_se_mf;beeindrucken;object;m; f;se; sodass;Robin beeindruckte Adele, sodass;diese vor Ãœberwältigung umfiel und sich den Arm brach.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1754;2043;Selected;Robin;Adele
1827;1827;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;35;11;1,56054E+13;2;weil_se_mf;begeistern;subject;m; f;se; weil;Armin begeisterte Anna, weil;er sie auf eine Weltreise einlud.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1538;2057;Selected;Armin;Anna
1828;1828;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;67;12;1,56054E+13;2;sodass_es_mf;lieben;subject;m; f;es; sodass;Fritz liebte Emma, sodass;er zuerst sie und danach sich selbst tötete.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;790;2066;Selected;Fritz;Emma
1829;1829;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;49;13;1,56054E+13;2;weil_es_mf;bemitleiden;object;m; f;es; weil;Jacob bemitleidete Melanie, weil;sie selbst mit Hartz IV nicht über die Runden kam.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;563;2063;Selected;Jacob;Melanie
1830;1830;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;81;14;1,56054E+13;2;sodass_se_mf;verblüffen;object;m; f;se; sodass;Yannick verblüffte Janina, sodass;sie vor Schreck vom Toilettensitz fiel.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1771;2072;Selected;Yannick;Janina
1831;1831;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;13;15;1,56054E+13;2;sodass_es_fm;fürchten;subject;f; m;es; sodass;Katharina fürchtete Rüdiger, sodass;sie sich ständig beobachtet fühlte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;303;2048;Selected;Katharina;Rüdiger
1832;1832;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;10;16;1,56054E+13;2;weil_se_fm;entzücken;subject;f; m;se; weil;Stefanie entzückte Dennis, weil;sie ihm ihre Brüste zeigte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1299;2046;Selected;Stefanie;Dennis
1833;1833;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;54;18;1,56054E+13;2;weil_es_fm;ekeln sich vor;object;f; m;es; weil;Marie ekelte sich vor Klaus, weil;er der Ãœberzeugung war, Kot wäre gut für die Haut.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1404;2064;Selected;Marie;Klaus
1834;1834;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;97;19;1,56054E+13;2;sodass_es_fm;sorgen sich um;subject;f; m;es; sodass;Alisa sorgte sich um Alexander, sodass;sie die Polizei rief.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;564;2078;Selected;Alisa;Alexander
1835;1835;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;5;20;1,56054E+13;2;weil_se_fm;erschrecken;subject;f; m;se; weil;Aisha erschreckte Albert, weil;sie plötzlich aus dem Schatten sprang.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1991;2044;Selected;Aisha;Albert
1836;1836;413;4;Experiment;29;male;rechts;72108;71032;keine;ja;male;89;20;1,56054E+13;2;sodass_es_mf;bedauern;subject;m; f;es; sodass;Albert bedauerte Aisha, sodass;er sie aus dem Flüchtlingslager schmuggelte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1539;2074;Selected;Albert;Aisha
1837;1837;107;1;Experiment;30;female;rechts;71131;71093;keine;nein;female;107;11;1,56042E+12;2;sodass_se_mf;begeistern;object;m; f;se; sodass;Armin begeisterte Anna, sodass;Anna anfing, ebenfalls Musik zu machen.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;458;277;Selected;Armin;Anna
1838;1838;107;1;Experiment;30;female;rechts;71131;71093;keine;nein;female;61;15;1,56042E+13;2;sodass_se_mf;ängstigen;object;m; f;se; sodass;Rüdiger ängstigte Katharina, sodass;Katharina schrie.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;453;262;Selected;Rüdiger;Katharina
1839;1839;109;1;Experiment;27;male;rechts;73037;72074;keine;ja;male;92;7;1,56054E+13;2;weil_es_fm;schätzen;object;f; m;es; weil;Lena schätzte Oliver, weil;Oliver ein guer koch war.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;193;352;Selected;Lena;Oliver
1840;1840;109;1;Experiment;27;male;rechts;73037;72074;keine;ja;male;76;15;1,56054E+13;2;sodass_se_mf;ängstigen;object;m; f;se; sodass;Rüdiger ängstigte Katharina, sodass;Katharina vor Schreck wie ein Schwein grunzte.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1451;349;Selected;Rüdiger;Katharina
1841;1841;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;52;1;1,56042E+13;2;weil_es_fm;verachten;object;f; m;es; weil;Johanna verachtete Lars, weil;Lars ein Nazi ist.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;272;1213;Selected;Johanna;Lars
1842;1842;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;57;4;1,56042E+12;2;weil_es_mf;respektieren;object;m; f;es; weil;Kevin respektierte Saskia, weil;Saskia einen besseren Namen hat.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;336;1215;Selected;Kevin;Saskia
1843;1843;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;51;4;1,56042E+13;2;sodass_se_fm;inspirieren;object;f; m;se; sodass;Saskia inspirierte Kevin, sodass;Kevin aus dem Fenster sprang;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;650;1212;Selected;Saskia;Kevin
1844;1844;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;60;6;1,56042E+13;2;weil_se_mf;verwirren;subject;m; f;se; weil;Daniel verwirrte Jana, weil;Daniel heute keine Schuhe trug.;sinnvoll;eine;so;NP1;Subjekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1068;1217;Selected;Daniel;Jana
1845;1845;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;68;9;1,56042E+13;2;weil_es_fm;hassen;object;f; m;es; weil;Annemarie hasste Malte, weil;Malte einfach ein Arschloch ist.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1080;1221;Selected;Annemarie;Malte
1846;1846;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;18;13;1,56042E+13;2;sodass_se_mf;langweilen;object;m; f;se; sodass;Jacob langweilte Melanie, sodass;Melanie einfach gegangen ist.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;111;1204;Selected;Jacob;Melanie
1847;1847;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;110;16;1,56042E+13;2;sodass_se_fm;entzücken;object;f; m;se; sodass;Stefanie entzückte Dennis, sodass;Dennis anfing Sport zu machen.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;523;1237;Selected;Stefanie;Dennis
1848;1848;305;3;Experiment;21;male;rechts;72581;72581;keine;ja;male;70;17;1,56042E+13;2;weil_es_fm;vermissen;object;f; m;es; weil;Marike vermisste Felix, weil;Felix gestern gestorben ist.;sinnvoll;eine;so;NP2;Objekt;kongruent;eigenname;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;859;1222;Selected;Marike;Felix
