index;Fall_Nr.;Liste;VP-Nr;Alter;Geschlecht;Muttersprache deutsch;weitere Muttersprachen;Händigkeit;Item;Condition;Unnamed: 10;Prompt;Fortsetzung;Art der Fortsetzung;Bias;Form der 1. Anapher;Kommentar;Timestamp;Torgrim_Art_Fortsetzung;Torgrim_Bias;Torgrim_Anapherntyp;Unnamed: 21;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
1681;1682;Liste4;29;20;f;deutsch;nein;rechts;2;3;<id: item 2, condition 3>;Der Sebastian bedauerte die Laura heute Morgen ganz außerordentlich, weil ;ihr Hund gestorben ist.;0-poss;objekt;poss;;14055944084538.0;;;;;322;Sebastian bedauerte Laura heute Morgen ganz außerordentlich, weil;m;Sebastian;Laur;es;bedauerte;4;ihr Hund gestorben ist.;sie ihren Zug verpasst hatte und dadurch ein wichtiges Meeting verpasste.
1913;1914;Liste1;32;24;f;deutsch;nein;rechts;54;4;<id: item 54, condition 4>;Die Alexandra irritierte den Lars auf überaus befremdliche Art und Weise, weil ;sie so offenherzig war am Anfang.;1;subjekt;pers;;14055934960714.0;1;subjekt;pers;;434;Alexandra irritierte Lars auf überaus befremdliche Art und Weise, weil;f;Alexandra;Lar;se;irritierte;3;sie so offenherzig war am Anfang.;sie ständig in unpassenden Momenten laut zu lachen begann.
1335;1336;Liste2;23;22;m;deutsch;nein;rechts;16;3;<id: item 16, condition 3>;Der Daniel verachtete die Jacqueline seit vielen Jahren nun schon in allerhöchstem Grade, weil ;sie sich offensichtlich hochgeschlafen hatte.;1;objekt;pers;;14055966902369.0;;;;;176;Daniel verachtete Jacqueline seit vielen Jahren nun schon in allerhöchstem Grade, weil;m;Daniel;Jacquelin;es;verachtete;4;sie sich offensichtlich hochgeschlafen hatte.;sie ihn einst öffentlich bloßgestellt und sein Vertrauen missbraucht hatte.
1422;1423;Liste1;24;19;m;deutsch;nein;rechts;43;3;<id: item 43, condition 3>;Der Andreas beeindruckte die Julia wieder und wieder über alle Maßen, weil ;er sich fachlich sehr gut auskennt.;1;subjekt;pers;;14055964178628.0;;;;;223;Andreas beeindruckte Julia wieder und wieder über alle Maßen, weil;m;Andreas;Juli;se;beeindruckte;4;er sich fachlich sehr gut auskennt.;er stets kreative Lösungen fand und eine bewundernswerte Entschlossenheit an den Tag legte.
1328;1329;Liste2;23;22;m;deutsch;nein;rechts;9;2;<id: item 9, condition 2>;Die Anja liebte den Marcel für die extreme Großzügigkeit gegenüber Bedürftigen, weil;sie selbst nicht viel Geld besitzt.;1;subjekt;pers;;14055971398662.0;;;;;169;Anja liebte Marcel für die extreme Großzügigkeit gegenüber Bedürftigen, weil;f;Anja;Marce;es;liebte;1;sie selbst nicht viel Geld besitzt.;sie sah, wie aufrichtig er anderen half und inspirierte alle um ihn herum, ebenfalls Gutes zu tun.
793;794;Liste3;14;24;m;deutsch;nein;rechts;14;2;<id: item 14, condition 2>;Die Melanie sorgte sich um den Florian wegen des hohen Alkoholkonsums, weil ;ihr Vater Alkoholiker ist.;0-poss;subjekt;poss;;14055980548711.0;;;;;134;Melanie sorgte sich um Florian wegen des hohen Alkoholkonsums, weil;f;Melanie;Floria;es;sorgte sich um;1;ihr Vater Alkoholiker ist.;er seine Gesundheit gefährdete und oft unzuverlässig wurde.
1904;1905;Liste1;32;24;f;deutsch;nein;rechts;45;1;<id: item 45, condition 1>;Der Pascal erschütterte die Annika durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil ;er doch sonst immer so ausgeglichen erschien.;1;subjekt;pers;;14055941350317.0;1;subjekt;pers;;425;Pascal erschütterte Annika durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil;m;Pascal;Annik;se;erschütterte;2;er doch sonst immer so ausgeglichen erschien.;er keinen anderen Ausweg aus seiner emotionalen Notlage sah und sich von seinem Umfeld missverstanden fühlte.
1623;1624;Liste1;28;22;f;deutsch;nein;rechts;4;2;<id: item 4, condition 2>;Die Saskia beneidete den Martin um die guten Kontakte zum Management, weil ;sie Karriere machen will;1;subjekt;pers;;14055949488054.0;1;subjekt;pers;;284;Saskia beneidete Martin um die guten Kontakte zum Management, weil;f;Saskia;Marti;es;beneidete;1;sie Karriere machen will;sie dadurch bessere Chancen auf eine Beförderung hatte.
475;476;Liste2;8;25;f;deutsch;nein;rechts;56;3;<id: item 56, condition 3>;Der Niko schockierte die Johanna bei dem Essen auf abartige Art und Weise, weil ;er keine Manieren hatte.;1;subjekt;pers;;14055087198096.0;;;;;116;Niko schockierte Johanna bei dem Essen auf abartige Art und Weise, weil;m;Niko;Johann;se;schockierte;4;er keine Manieren hatte.;er plötzlich aufstand und begann, wie ein Huhn zu gackern.
259;260;Liste2;5;31;m;deutsch;nein;rechts;20;3;<id: item 20, condition 3>;Der Tobias vertraute der Verena bis zum Äußersten, weil ;sie einmal einen Atereinschnitt von ihm behoben hat.;2;objekt;pers;;14056052197493.0;;;;;60;Tobias vertraute Verena bis zum Äußersten, weil;m;Tobias;Veren;es;vertraute;4;sie einmal einen Atereinschnitt von ihm behoben hat.;sie immer ehrlich und zuverlässig war.
1431;1432;Liste1;24;19;m;deutsch;nein;rechts;52;2;<id: item 52, condition 2>;Die Judith faszinierte den Benjamin durch einen schwungvollen Tanzstil voller Ausgelassenheit, weil ;er sie nie zuvor so betrunken erlebt hatte.;2;objekt;pers;;1405596760.76;;;;;232;Judith faszinierte Benjamin durch einen schwungvollen Tanzstil voller Ausgelassenheit, weil;f;Judith;Benjami;se;faszinierte;1;er sie nie zuvor so betrunken erlebt hatte.;er eine solche Lebendigkeit noch nie zuvor erlebt hatte.
2108;2109;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;9;3;<id: item 9, condition 3>;Der Marcel liebte die Anja aus der gesamten Verwandtschaft am Allermeisten, weil ;sie seit ihrer Kindheit schon sehr nah beieinander wohnten und oft im Spielplatz gemeinsam Zeit verbrachten.;pl;;;;14056029173837.0;;;;;449;Marcel liebte Anja aus der gesamten Verwandtschaft am Allermeisten, weil;m;Marcel;Anj;es;liebte;4;sie seit ihrer Kindheit schon sehr nah beieinander wohnten und oft im Spielplatz gemeinsam Zeit verbrachten.;sie immer für ihn da war und ihm in schwierigen Zeiten half.
250;251;Liste2;5;31;m;deutsch;nein;rechts;11;4;<id: item 11, condition 4>;Die Eva mochte den Mark vom ersten Augenblick der Konferenz an, weil;sie Schwarze mag.;1;subjekt;pers;;14056048218237.0;1;subjekt;pers;;51;Eva mochte Mark vom ersten Augenblick der Konferenz an, weil;f;Eva;Mar;es;mochte;3;sie Schwarze mag.;sie seine Begeisterung für das Thema teilte und seine warmherzige Ausstrahlung spürte.
1338;1339;Liste2;23;22;m;deutsch;nein;rechts;19;4;<id: item 19, condition 4>;Die Luise vermisste den David besonders oft an den lauen Sommerabenden, weil ;er ziemlich gut Flöte spielen konnte.;1;objekt;pers;;14055964340561.0;;;;;179;Luise vermisste David besonders oft an den lauen Sommerabenden, weil;f;Luise;Davi;es;vermisste;3;er ziemlich gut Flöte spielen konnte.;sie sich an ihre gemeinsamen Spaziergänge und Gespräche erinnerte, die sie immer so glücklich machten.
822;823;Liste3;14;24;m;deutsch;nein;rechts;43;1;<id: item 43, condition 1>;Der Andreas beeindruckte die Julia mit Kopfrechenkünsten beim Wurzelziehen, weil ;er die Kubiwurzel aus 125 ohne Probleme ziehen konnte.;1;subjekt;pers;;1405597222659.0;;;;;143;Andreas beeindruckte Julia mit Kopfrechenkünsten beim Wurzelziehen, weil;m;Andreas;Juli;se;beeindruckte;2;er die Kubiwurzel aus 125 ohne Probleme ziehen konnte.;er die Quadratwurzel von 324 in Sekundenschnelle korrekt berechnete.
1385;1386;Liste1;24;19;m;deutsch;nein;rechts;6;4;<id: item 6, condition 4>;Die Ellen ekelte sich vor dem Michael schon seit geraumer Zeit bis aufs Äußerste, weil;er sich die Hände nur 15 anstatt der vorgeschriebenen 30 Sekunden wäscht.;1;objekt;pers;;14055976508643.0;;;;;206;Ellen ekelte sich vor Michael schon seit geraumer Zeit bis aufs Äußerste, weil;f;Ellen;Michae;es;ekelte sich vor;3;er sich die Hände nur 15 anstatt der vorgeschriebenen 30 Sekunden wäscht.;er stets respektlos und unhöflich mit anderen umging.
1377;1378;Liste2;23;22;m;deutsch;nein;rechts;58;1;<id: item 58, condition 1>;Der Ramon überraschte die Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil ;sie ihm viel bedeutete.;2;objekt;pers;;14055977004827.0;;;;;198;Ramon überraschte Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil;m;Ramon;Helen;se;überraschte;2;sie ihm viel bedeutete.;er wusste, dass sie sich schon lange etwas Einzigartiges wünschte.
1682;1683;Liste4;29;20;f;deutsch;nein;rechts;3;2;<id: item 3, condition 2>;Die Sonja bemitleidete den Patrick wegen der starken Grippe mit hohem Fieber, weil ;die Skiausflüge ohne Patrick äußerst langweilig waren;ns;;;;14055946877076.0;;;;;323;Sonja bemitleidete Patrick wegen der starken Grippe mit hohem Fieber, weil;f;Sonja;Patric;es;bemitleidete;1;die Skiausflüge ohne Patrick äußerst langweilig waren;sie wusste, wie schwer ihn die Krankheit belastete.
1503;1504;Liste3;26;26;f;deutsch;nein;rechts;4;4;<id: item 4, condition 4>;Die Saskia beneidete den Martin über jedes angemessene Maß hinaus, weil ;er der Liebling des Chefs ist.;1;objekt;pers;;14055104008168.0;1;objekt;pers;;244;Saskia beneidete Martin über jedes angemessene Maß hinaus, weil;f;Saskia;Marti;es;beneidete;3;er der Liebling des Chefs ist.;er immer die besten Ideen hatte und dafür gelobt wurde.
1543;1544;Liste3;26;26;f;deutsch;nein;rechts;44;4;<id: item 44, condition 4>;Die Leonie begeisterte den Nikolas neulich bei einem Grillfest in der Nachbarschaft, weil ;er sie von einer ganz neuen Seite kennenlernte.;2;objekt;pers;;14055099775088.0;;;;;264;Leonie begeisterte Nikolas neulich bei einem Grillfest in der Nachbarschaft, weil;f;Leonie;Nikola;se;begeisterte;3;er sie von einer ganz neuen Seite kennenlernte.;sie ihre selbstgemachten Marinaden und neuen Grilltechniken präsentierte.
1686;1687;Liste4;29;20;f;deutsch;nein;rechts;7;2;<id: item 7, condition 2>;Die Franziska fürchtete den Jan wegen der fiesen Kommentare über die Pickel im Gesicht, weil;sie ohnehin kein Selbstbewusstsein hatte.;1;subjekt;pers;;14055938206547.0;;;;;327;Franziska fürchtete Jan wegen der fiesen Kommentare über die Pickel im Gesicht, weil;f;Franziska;Ja;es;fürchtete;1;sie ohnehin kein Selbstbewusstsein hatte.;sie Angst hatte, dass er ihr Selbstbewusstsein weiter untergraben würde.
781;782;Liste3;14;24;m;deutsch;nein;rechts;2;2;<id: item 2, condition 2>;Die Laura bedauerte den Sebastian für die schlechte Note in Mathematik, weil ;das eigentlich sein Steckenpferd war.;0-poss;objekt;poss;;14055979028158.0;;;;;122;Laura bedauerte Sebastian für die schlechte Note in Mathematik, weil;f;Laura;Sebastia;es;bedauerte;1;das eigentlich sein Steckenpferd war.;sie wusste, wie hart er dafür gelernt hatte.
1668;1669;Liste1;28;22;f;deutsch;nein;rechts;49;1;<id: item 49, condition 1>;Der Armin erfreute die Nina durch ein Kompliment über die sportliche Figur, weil ;sie selten Komplimente bekommt;1;objekt;pers;;14055955401237.0;;;;;309;Armin erfreute Nina durch ein Kompliment über die sportliche Figur, weil;m;Armin;Nin;se;erfreute;2;sie selten Komplimente bekommt;sie stolz auf ihre harte Arbeit im Fitnessstudio war.
1327;1328;Liste2;23;22;m;deutsch;nein;rechts;8;3;<id: item 8, condition 3>;Der Christian hasste die Jasmin seit mehreren Wochen aus tiefstem Herzen, weil;sie ihm mal gegen das Schienbein getreten hat.;2;objekt;pers;;14055975127468.0;;;;;168;Christian hasste Jasmin seit mehreren Wochen aus tiefstem Herzen, weil;m;Christian;Jasmi;es;hasste;4;sie ihm mal gegen das Schienbein getreten hat.;sie ihm wiederholt hintergangen und sein Vertrauen missbraucht hatte.
240;241;Liste2;5;31;m;deutsch;nein;rechts;1;2;<id: item 1, condition 2>;Die Elena achtete den Bastian für das Engagement im Umweltschutz, weil ;ihr die Umwelt am Herzen liegt.;1;subjekt;pers;;14056045966039.0;;;;;41;Elena achtete Bastian für das Engagement im Umweltschutz, weil;f;Elena;Bastia;es;achtete;1;ihr die Umwelt am Herzen liegt.;er trotz vieler Hindernisse und Widerstände nie aufgab und immer entschlossen handelte, um positive Veränderungen zu bewirken.
1730;1731;Liste4;29;20;f;deutsch;nein;rechts;51;2;<id: item 51, condition 2>;Die Heidi erstaunte den Benedikt durch ein Jonglierkunststück mit sieben Bällen, weil ;er das noch nie zuvor bei jemand anderem gesehen hatte.;1;objekt;pers;;14055939485747.0;;;;;351;Heidi erstaunte Benedikt durch ein Jonglierkunststück mit sieben Bällen, weil;f;Heidi;Benedik;se;erstaunte;1;er das noch nie zuvor bei jemand anderem gesehen hatte.;sie nie zuvor auch nur mit einem Ball jongliert hatte.
1812;1813;Liste4;31;27;f;deutsch;Türkisch;rechts;13;4;<id: item 13, condition 4>;Die Carina schätzte den Julian in außerordentlich hohem Maße, weil;er immer gut gelaunt in der Arbeit erscheint und seine Arbeit mit einem hohen Maß an präzision und feingefühl erledigt.;1;objekt;pers;;14055124408579.0;;;;;373;Carina schätzte Julian in außerordentlich hohem Maße, weil;f;Carina;Julia;es;schätzte;3;er immer gut gelaunt in der Arbeit erscheint und seine Arbeit mit einem hohen Maß an präzision und feingefühl erledigt.;er immer zuverlässig war und sie mit seinem Humor zum Lachen brachte.
788;789;Liste3;14;24;m;deutsch;nein;rechts;9;3;<id: item 9, condition 3>;Der Marcel liebte die Anja aus der gesamten Verwandtschaft am Allermeisten, weil ;sie für seine ersten sexuellen Erfahrungen verantwortlich zeichnete.;1;objekt;pers;;14055976386893.0;;;;;129;Marcel liebte Anja aus der gesamten Verwandtschaft am Allermeisten, weil;m;Marcel;Anj;es;liebte;4;sie für seine ersten sexuellen Erfahrungen verantwortlich zeichnete.;sie immer ein offenes Ohr für ihn hatte und ihn ohne Vorurteile akzeptierte.
1684;1685;Liste4;29;20;f;deutsch;nein;rechts;5;4;<id: item 5, condition 4>;Die Emma bewunderte den Phillip seit längerer Zeit über alle Maßen, weil;er einen besonders grünen Daumen hat.;1;objekt;pers;;14055934279263.0;;;;;325;Emma bewunderte Phillip seit längerer Zeit über alle Maßen, weil;f;Emma;Philli;es;bewunderte;3;er einen besonders grünen Daumen hat.;er eine bemerkenswerte Ausstrahlung und Intelligenz besaß, die jeden um ihn herum in seinen Bann zog.
1816;1817;Liste4;31;27;f;deutsch;Türkisch;rechts;17;4;<id: item 17, condition 4>;Die Nadine verehrte den Stephan über jedes vorstellbare Maß hinaus, weil ;sie noch keinen Tag erlebt hat, an dem er nicht Tiptop gekleidet ist..;1;subjekt;pers;;14055122079782.0;;;;;377;Nadine verehrte Stephan über jedes vorstellbare Maß hinaus, weil;f;Nadine;Stepha;es;verehrte;3;sie noch keinen Tag erlebt hat, an dem er nicht Tiptop gekleidet ist..;sie in ihm alles fand, was sie sich von einem Partner erträumte: Intelligenz, Güte und unerschütterliche Unterstützung.
470;471;Liste2;8;25;f;deutsch;nein;rechts;51;4;<id: item 51, condition 4>;Die Heidi erstaunte den Benedikt in allergrößtem Ausmaß gestern bei der Show, weil ;sie eine gewagte Nummer zeigte.;1;subjekt;pers;;1405510147819.0;;;;;111;Heidi erstaunte Benedikt in allergrößtem Ausmaß gestern bei der Show, weil;f;Heidi;Benedik;se;erstaunte;3;sie eine gewagte Nummer zeigte.;sie plötzlich auf der Bühne anfing, perfekt Geige zu spielen, obwohl niemand wusste, dass sie es konnte.
465;466;Liste2;8;25;f;deutsch;nein;rechts;46;1;<id: item 46, condition 1>;Der Timo bezauberte die Marlene durch das schöne Harfenspiel im Schulorchester, weil ;die sie die Klänge von Harfen schon immer liebte.;1;objekt;n.a.;;14055090713362.0;;;;;106;Timo bezauberte Marlene durch das schöne Harfenspiel im Schulorchester, weil;m;Timo;Marlen;se;bezauberte;2;die sie die Klänge von Harfen schon immer liebte.;es eine Melodie spielte, die ihr Herz berührte und Erinnerungen weckte.
242;243;Liste2;5;31;m;deutsch;nein;rechts;3;4;<id: item 3, condition 4>;Die Sonja bemitleidete den Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil ;er sich das Kreuzbad gerissen hatte.;1;objekt;pers;;14056049890579.0;;;;;43;Sonja bemitleidete Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil;f;Sonja;Patric;es;bemitleidete;3;er sich das Kreuzbad gerissen hatte.;er sich beim Tanzen blamiert hatte und alle darüber lachten.
434;435;Liste2;8;25;f;deutsch;nein;rechts;15;4;<id: item 15, condition 4>;Die Elisabeth verabscheute den Andre im Laufe der letzten Jahre in immer stärkerem Maß, weil ;er die Kunden belog.;1;objekt;pers;;14055102164428.0;;;;;95;Elisabeth verabscheute Andre im Laufe der letzten Jahre in immer stärkerem Maß, weil;f;Elisabeth;Andr;es;verabscheute;3;er die Kunden belog.;er sie ständig ignorierte und ihre Bedürfnisse missachtete.
784;785;Liste3;14;24;m;deutsch;nein;rechts;5;3;<id: item 5, condition 3>;Der Phillip bewunderte die Emma seit längerer Zeit über alle Maßen, weil;sie mehrere äusserst blutrünstige fleischfressende Pflanzen gezüchtet hatte.;1;objekt;pers;;14055977354339.0;;;;;125;Phillip bewunderte Emma seit längerer Zeit über alle Maßen, weil;m;Phillip;Emm;es;bewunderte;4;sie mehrere äusserst blutrünstige fleischfressende Pflanzen gezüchtet hatte.;sie eine außergewöhnliche Kreativität und Intelligenz an den Tag legte.
1380;1381;Liste1;24;19;m;deutsch;nein;rechts;1;1;<id: item 1, condition 1>;Der Bastian achtete die Elena für das Engagement im Umweltschutz, weil ;unausfüllbar;nf;;;;14055980171756.0;nf;;;;201;Bastian achtete Elena für das Engagement im Umweltschutz, weil;m;Bastian;Elen;es;achtete;2;unausfüllbar;sie unermüdlich daran arbeitete, innovative Lösungen für nachhaltige Energie zu finden.
832;833;Liste3;14;24;m;deutsch;nein;rechts;53;3;<id: item 53, condition 3>;Der Thomas inspirierte die Rosa in hohem Maße bei einem neulich stattgefundenen Treffen, weil ;"er mit Einblicken aus der Lektüre von Herrndorfs ""Arbeit und Struktur"" um sich warf.";1;subjekt;pers;;14055975102974.0;;;;;153;Thomas inspirierte Rosa in hohem Maße bei einem neulich stattgefundenen Treffen, weil;m;Thomas;Ros;se;inspirierte;4;"er mit Einblicken aus der Lektüre von Herrndorfs ""Arbeit und Struktur"" um sich warf.";er seine innovativen Ideen und seine Leidenschaft für nachhaltige Projekte mit ihr teilte.
2110;2111;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;11;1;<id: item 11, condition 1>;Der Mark mochte die Eva für den toleranten Umgang mit Fremden, weil;dies in seinen Augen das ist, was einen Menschen ausmacht.;0-poss;subjekt;poss;;14056030590172.0;;;;;451;Mark mochte Eva für den toleranten Umgang mit Fremden, weil;m;Mark;Ev;es;mochte;2;dies in seinen Augen das ist, was einen Menschen ausmacht.;sie offen und respektvoll gegenüber verschiedenen Kulturen war.
1512;1513;Liste3;26;26;f;deutsch;nein;rechts;13;3;<id: item 13, condition 3>;Der Julian schätzte die Carina in außerordentlich hohem Maße, weil ;"sie sich in diesem ""Männerberuf"" so gut schlägt.";1;objekt;pers;;14055107773279.0;;;;;253;Julian schätzte Carina in außerordentlich hohem Maße, weil;m;Julian;Carin;es;schätzte;4;"sie sich in diesem ""Männerberuf"" so gut schlägt.";sie stets eine positive Einstellung hatte und ihm mit ihrer klugen Art oft eine wertvolle Perspektive bot.
820;821;Liste3;14;24;m;deutsch;nein;rechts;41;3;<id: item 41, condition 3>;Der Fabian amüsierte die Amelia von den Institutsangehörigen am Meisten, weil ;er eine frappierende ähnlich zu Sheldon Cooper aufweist.;1;subjekt;pers;;1405597933.85;;;;;141;Fabian amüsierte Amelia von den Institutsangehörigen am Meisten, weil;m;Fabian;Ameli;se;amüsierte;4;er eine frappierende ähnlich zu Sheldon Cooper aufweist.;er mit seinen lustigen Geschichten und seinem charmanten Humor immer ein Lächeln auf ihr Gesicht zaubern konnte.
1513;1514;Liste3;26;26;f;deutsch;nein;rechts;14;2;<id: item 14, condition 2>;Die Melanie sorgte sich um den Florian wegen des hohen Alkoholkonsums, weil ;sie in mag und nicht will, dass er sich sein Lebven versaut.;2;subjekt;pers;;14055100564977.0;;;;;254;Melanie sorgte sich um Florian wegen des hohen Alkoholkonsums, weil;f;Melanie;Floria;es;sorgte sich um;1;sie in mag und nicht will, dass er sich sein Lebven versaut.;sie beobachtete, wie er zunehmend seine Gesundheit vernachlässigte und seine sozialen Beziehungen darunter litten.
1859;1860;Liste4;31;27;f;deutsch;Türkisch;rechts;60;1;<id: item 60, condition 1>;Der Manuel verwirrte die Paula durch eine unverständliche Erklärung über Computer Betriebssysteme, weil ;er in diesen keine Erleichterung für die Arbeit sieht, sondern meint, dass diese zu einer steten Verdummung der Menschen führen würden. ;1;subjekt;pers;;14055116747629.0;;;;;400;Manuel verwirrte Paula durch eine unverständliche Erklärung über Computer Betriebssysteme, weil;m;Manuel;Paul;se;verwirrte;2;er in diesen keine Erleichterung für die Arbeit sieht, sondern meint, dass diese zu einer steten Verdummung der Menschen führen würden. ;er keine klaren Beispiele oder einfachen Begriffe benutzte.
1858;1859;Liste4;31;27;f;deutsch;Türkisch;rechts;59;2;<id: item 59, condition 2>;Die Jennifer verblüffte den Kevin durch einen unerwarteten Kuss auf den Mund, weil ;sie eigentlich verheiratet ist.;1;subjekt;pers;;14055114998234.0;;;;;399;Jennifer verblüffte Kevin durch einen unerwarteten Kuss auf den Mund, weil;f;Jennifer;Kevi;se;verblüffte;1;sie eigentlich verheiratet ist.;sie ihm ihre wahren Gefühle gestehen wollte.
4;5;Liste4;1;24;m;deutsch;nein;rechts;5;4;<id: item 5, condition 4>;Die Emma bewunderte den Phillip seit längerer Zeit über alle Maßen, weil;er außerordentlich geschickt ist und ihm noch nie etwas herunter gefallen ist.;1;objekt;pers;;14055982116624.0;1;objekt;pers;;5;Emma bewunderte Phillip seit längerer Zeit über alle Maßen, weil;f;Emma;Philli;es;bewunderte;3;er außerordentlich geschickt ist und ihm noch nie etwas herunter gefallen ist.;er eine beeindruckende Gelassenheit ausstrahlte und in jeder Situation die Ruhe bewahrte.
2103;2104;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;4;4;<id: item 4, condition 4>;Die Saskia beneidete den Martin über jedes angemessene Maß hinaus, weil ;er sich als Stellvertreter für den Chef bewarb und hohe Chance hat angenommen zu werden.;1;objekt;pers;;14056016735824.0;;;;;444;Saskia beneidete Martin über jedes angemessene Maß hinaus, weil;f;Saskia;Marti;es;beneidete;3;er sich als Stellvertreter für den Chef bewarb und hohe Chance hat angenommen zu werden.;er eine beeindruckende Karriere in kürzester Zeit aufgebaut hatte.
2115;2116;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;16;4;<id: item 16, condition 4>;Die Jacqueline verachtete den Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil ;er sich seinen Ruf mit Affären kaputt gemacht hatte.;1;objekt;pers;;14056021437955.0;;;;;456;Jacqueline verachtete Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil;f;Jacqueline;Danie;es;verachtete;3;er sich seinen Ruf mit Affären kaputt gemacht hatte.;er sie einst in der Öffentlichkeit bloßgestellt hatte.
249;250;Liste2;5;31;m;deutsch;nein;rechts;10;1;<id: item 10, condition 1>;Der Steffen misstraute der Jessica wegen der Spendenaffäre im Herbst, weil;sie daran beteiligt war.;1;objekt;pers;;14056054160875.0;;;;;50;Steffen misstraute Jessica wegen der Spendenaffäre im Herbst, weil;m;Steffen;Jessic;es;misstraute;2;sie daran beteiligt war.;er den Verdacht hatte, dass sie Gelder veruntreut hatte.
1439;1440;Liste1;24;19;m;deutsch;nein;rechts;60;2;<id: item 60, condition 2>;Die Paula verwirrte den Manuel durch eine unverständliche Erklärung über Computer Betriebssysteme, weil ;MAnuel von so etwas überhaupt keine Ahnung hat.;1;objekt;name;;14055972693609.0;;;;;240;Paula verwirrte Manuel durch eine unverständliche Erklärung über Computer Betriebssysteme, weil;f;Paula;Manue;se;verwirrte;1;MAnuel von so etwas überhaupt keine Ahnung hat.;sie fachliche Begriffe verwendete, die ihm nicht vertraut waren.
823;824;Liste3;14;24;m;deutsch;nein;rechts;44;4;<id: item 44, condition 4>;Die Leonie begeisterte den Nikolas neulich bei einem Grillfest in der Nachbarschaft, weil ;sie wunderbare eingelegte Zucchini mitgebracht hatte.;1;subjekt;pers;;14055975790815.0;;;;;144;Leonie begeisterte Nikolas neulich bei einem Grillfest in der Nachbarschaft, weil;f;Leonie;Nikola;se;begeisterte;3;sie wunderbare eingelegte Zucchini mitgebracht hatte.;sie ein hervorragendes Steak zubereitet hatte.
1374;1375;Liste2;23;22;m;deutsch;nein;rechts;55;4;<id: item 55, condition 4>;Die Sabrina langweilte den Oliver über jedes erträgliche Maß hinaus, weil;sie immer nur über ihren Hund redete.;1;subjekt;pers;;14055976417037.0;;;;;195;Sabrina langweilte Oliver über jedes erträgliche Maß hinaus, weil;f;Sabrina;Olive;se;langweilte;3;sie immer nur über ihren Hund redete.;sie ständig über Themen sprach, die ihn nicht interessierten.
1372;1373;Liste2;23;22;m;deutsch;nein;rechts;53;2;<id: item 53, condition 2>;Die Rosa inspirierte den Thomas durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil ;sie ungewöhnliche, jedoch legitime Beispiele brachte.;1;subjekt;pers;;14055964161137.0;;;;;193;Rosa inspirierte Thomas durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil;f;Rosa;Thoma;se;inspirierte;1;sie ungewöhnliche, jedoch legitime Beispiele brachte.;er dadurch eine neue Perspektive auf komplexe Probleme erhielt und seine Neugier geweckt wurde.
1395;1396;Liste1;24;19;m;deutsch;nein;rechts;16;2;<id: item 16, condition 2>;Die Jacqueline verachtete den Daniel für die Respektlosigkeit gegenüber den Mitgliedern, weil;sich so etwas einfach nicht gehört.;0;;;;14055980674777.0;;;;;216;Jacqueline verachtete Daniel für die Respektlosigkeit gegenüber den Mitgliedern, weil;f;Jacqueline;Danie;es;verachtete;1;sich so etwas einfach nicht gehört.;sie spürte, dass er ihre Bemühungen und Beiträge nicht wertschätzte.
11;12;Liste4;1;24;m;deutsch;nein;rechts;12;1;<id: item 12, condition 1>;Der Peter respektierte die Katharina für die sachliche Art zu diskutieren, weil;es viele Teilnehmer gibt, die sich von ihren Gefühlen hinreißen lassen;0;;;;14055978997522.0;;;;;12;Peter respektierte Katharina für die sachliche Art zu diskutieren, weil;m;Peter;Katharin;es;respektierte;2;es viele Teilnehmer gibt, die sich von ihren Gefühlen hinreißen lassen;sie stets gut informiert war und stets ruhig sowie fair blieb.
2118;2119;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;19;1;<id: item 19, condition 1>;Der David vermisste die Luise für die netten Gespräche an lauen Sommerabenden, weil;er sich danach immer so wohl fühlte.;1;subjekt;pers;;14056026222094.0;;;;;459;David vermisste Luise für die netten Gespräche an lauen Sommerabenden, weil;m;David;Luis;es;vermisste;2;er sich danach immer so wohl fühlte.;ihre Stimme ihn immer beruhigte und sie ihm das Gefühl von Vertrautheit und Geborgenheit schenkte.
