index;Participant;List;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1_gender;NP2_gender;Verbtyp;Connective;Prompt;Continuation;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
126;107;1;30;female;rechts;71131;71093;keine;nein;female;35;7;15604145670297;2;sodass_se_mf;überraschen;object; m; f;se; sodass; Oliver überraschte Lena, sodass ...;ihr der Schlüssel aus der Hand fiel.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1840;252;Not Selected;26;Oliver überraschte Lena, sodass; m;Oliver;Lena;se;überraschte;1;ihr der Schlüssel aus der Hand fiel.;sie vor Freude zu lachen begann und ihn umarmte.
371;103;1;32;male;rechts;27472;72074;keine;ja;male;112;18;15605495740793;2;sodass_se_fm;erstaunen;object; f; m;se; sodass; Marie erstaunte Klaus, sodass ...;er ihr mit offenem Mund lauschte und die Welt um sich herum vollkommen vergaß;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1474;117;Selected;117;Marie erstaunte Klaus, sodass; f;Marie;Klaus;se;erstaunte;1;er ihr mit offenem Mund lauschte und die Welt um sich herum vollkommen vergaß;er sprachlos war und keinen klaren Gedanken fassen konnte.
232;107;1;30;female;rechts;71131;71093;keine;nein;female;92;8;15604159282646;2;weil_se_mf;gefallen;subject; m; f;se; weil; Tobias gefiel Jennifer, weil ...;er grüne Augen hatte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Not Selected;1343;269;Selected;50;Tobias gefiel Jennifer, weil; m;Tobias;Jennifer;se;gefiel;0;er grüne Augen hatte.;er humorvoll und einfühlsam war.
1746;410;4;23;female;rechts;72459;72076;Französisch;nein;female;20;15;15604349785493;2;sodass_es_fm;fürchten;subject; f; m;es; sodass; Katharina fürchtete Rüdiger, sodass ...;sie ihm immer aus dem Weg ging.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;524;1928;Selected;354;Katharina fürchtete Rüdiger, sodass; f;Katharina;Rüdiger;es;fürchtete;2;sie ihm immer aus dem Weg ging.;sie sich jedes Mal versteckte, wenn er den Raum betrat.
1138;302;3;26;female;rechts;83527;70619;keine;ja;female;77;20;15604474227481;2;weil_es_mf;bedauern;object; m; f;es; weil; Albert bedauerte Aisha, weil ...;sie arm war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;32;1104;Selected;267;Albert bedauerte Aisha, weil; m;Albert;Aisha;es;bedauerte;3;sie arm war.;sie unter schwierigen Bedingungen litt.
1722;410;4;23;female;rechts;72459;72076;Französisch;nein;female;54;2;15604354742968;2;sodass_se_mf;faszinieren;object; m; f;se; sodass; Patrick faszinierte Anastasia, sodass ...;sie ihm immer nachschaute.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;65;1937;Selected;330;Patrick faszinierte Anastasia, sodass; m;Patrick;Anastasia;se;faszinierte;1;sie ihm immer nachschaute.;sie seine Gegenwart suchte und neugierig auf seine Gedanken und Erlebnisse war.
1727;410;4;23;female;rechts;72459;72076;Französisch;nein;female;14;5;15604349026042;2;weil_es_mf;vergöttern;object; m; f;es; weil; Tim vergötterte Martha, weil ...;sie die schönste im ganzen Land war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1971;1926;Selected;335;Tim vergötterte Martha, weil; m;Tim;Martha;es;vergötterte;3;sie die schönste im ganzen Land war.;er in ihrer Gegenwart immer glücklich war und sie eine inspirierende Persönlichkeit war.
1974;302;3;26;female;rechts;83527;70619;keine;ja;female;70;14;15604473401559;2;sodass_es_fm;anhimmeln;subject; f; m;es; sodass; Janina himmelte Yannick an, sodass ...;er genervt war.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;799;1101;Selected;462;Janina himmelte Yannick an, sodass; f;Janina;Yannic;es;himmelte;2;er genervt war.;sie seine Aufmerksamkeit kaum mehr von sich lenken konnte.
63;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;19;2;15604616285618;2;weil_se_fm;faszinieren;subject; f; m;se; weil; Anastasia faszinierte Patrick, weil ...;er so viel wusste.;sinnvoll;eine;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;418;605;Not Selected;2;Anastasia faszinierte Patrick, weil; f;Anastasia;Patrick;se;faszinierte;0;er so viel wusste.;sie eine geheimnisvolle Aura besaß und stets unerwartete Geschichten erzählte.
1117;302;3;26;female;rechts;83527;70619;keine;ja;female;113;7;15604476923078;2;sodass_es_mf;schätzen;subject; m; f;es; sodass; Oliver schätzte Lena, sodass ...;er sie küsste;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2055;1115;Selected;246;Oliver schätzte Lena, sodass; m;Oliver;Lena;es;schätzte;2;er sie küsste;er ihr immer seine vollste Unterstützung anbot.
1029;212;2;30;male;rechts;99192;72108;keine;ja;male;61;4;15604156577893;2;weil_es_fm;respektieren;object; f; m;es; weil; Saskia respektierte Kevin, weil ...;er immer zu seinem Wort stand.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;436;981;Selected;214;Saskia respektierte Kevin, weil; f;Saskia;Kevin;es;respektierte;3;er immer zu seinem Wort stand.;er immer hilfsbereit und zuverlässig war.
1046;212;2;30;male;rechts;99192;72108;keine;ja;male;17;20;15604151138879;2;weil_es_fm;bedauern;object; f; m;es; weil; Aisha bedauerte Albert, weil ...;er eine erbärmliche Erscheinung abgab.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1925;968;Selected;231;Aisha bedauerte Albert, weil; f;Aisha;Albert;es;bedauerte;3;er eine erbärmliche Erscheinung abgab.;er die Beförderung nicht bekommen hatte.
117;103;1;32;male;rechts;27472;72074;keine;ja;male;114;11;15605496444439;2;weil_es_fm;bewundern;object; f; m;es; weil; Anna bewunderte Armin, weil ...;niemand sonst es geschafft hatte, so viele Hotdogs in so kurzer Zeit zu essen;sinnvoll;keine; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;176;119;Not Selected;24;Anna bewunderte Armin, weil; f;Anna;Armin;es;bewunderte;3;niemand sonst es geschafft hatte, so viele Hotdogs in so kurzer Zeit zu essen;er stets hilfsbereit und freundlich war.
1036;212;2;30;male;rechts;99192;72108;keine;ja;male;21;11;1560415154797;2;weil_es_mf;bewundern;object; m; f;es; weil; Armin bewunderte Anna, weil ...;sie sich nie unterkriegen ließ.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1319;971;Selected;221;Armin bewunderte Anna, weil; m;Armin;Anna;es;bewunderte;3;sie sich nie unterkriegen ließ.;sie stets hilfsbereit und voller Herz war.
1726;410;4;23;female;rechts;72459;72076;Französisch;nein;female;82;4;15604358323137;2;sodass_es_mf;respektieren;subject; m; f;es; sodass; Kevin respektierte Saskia, sodass ...;er sie fragte, ob sie sich mit ihm treffen wollte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1342;1951;Selected;334;Kevin respektierte Saskia, sodass; m;Kevin;Saskia;es;respektierte;2;er sie fragte, ob sie sich mit ihm treffen wollte.;er stets auf ihre Meinung hörte und sie in Entscheidungen einbezog.
752;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;72;11;15604624694567;2;sodass_se_fm;begeistern;object; f; m;se; sodass; Anna begeisterte Armin, sodass ...;er sie echt toll fand.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;337;624;Selected;163;Anna begeisterte Armin, sodass; f;Anna;Armin;se;begeisterte;1;er sie echt toll fand.;er voller Vorfreude die Konzertkarten kaufte.
292;101;1;26;female;rechts;81479;72070;keine;ja;female;109;7;15604401779822;2;weil_es_fm;schätzen;object; f; m;es; weil; Lena schätzte Oliver, weil ...;er sehr ehrlich war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;57;34;Selected;68;Lena schätzte Oliver, weil; f;Lena;Oliver;es;schätzte;3;er sehr ehrlich war.;er stets zuverlässig und hilfsbereit war.
1765;411;4;26;female;rechts;71642;72074;keine;nein;female;77;11;15604287101182;2;sodass_es_fm;bewundern;subject; f; m;es; sodass; Anna bewunderte Armin, sodass ...;sie schnell zu einem seiner größten Fans wurde.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1917;1987;Selected;373;Anna bewunderte Armin, sodass; f;Anna;Armin;es;bewunderte;2;sie schnell zu einem seiner größten Fans wurde.;sie oft versuchte, seine Meinung zu verstehen und seinen Rat zu suchen.
1107;302;3;26;female;rechts;83527;70619;keine;ja;female;52;2;1560447174828;2;sodass_es_fm;verehren;subject; f; m;es; sodass; Anastasia verehrte Patrick, sodass ...;sie ihn küsste.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;815;1095;Selected;236;Anastasia verehrte Patrick, sodass; f;Anastasia;Patrick;es;verehrte;2;sie ihn küsste.;sie alles tat, um ihn zu beeindrucken.
1989;307;3;18;female;rechts;70174;72074;keine;nein;female;6;7;15605275964251;2;weil_se_fm;überraschen;subject; f; m;se; weil; Lena überraschte Oliver, weil ...;er ihr ein Eis kaufte;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1209;1280;Selected;463;Lena überraschte Oliver, weil; f;Lena;Oliver;se;überraschte;0;er ihr ein Eis kaufte;sie unerwartet seinen Geburtstag mit all seinen Freunden und seiner Familie feierte.
2053;413;4;29;male;rechts;72108;71032;keine;ja;male;92;15;15605414216667;2;weil_se_mf;ängstigen;subject; m; f;se; weil; Rüdiger ängstigte Katharina, weil ...;sie ihm sonst nicht gehorchte.;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;763;2075;Selected;473;Rüdiger ängstigte Katharina, weil; m;Rüdiger;Katharina;se;ängstigte;0;sie ihm sonst nicht gehorchte.;er laut knurrte und seine Augen unnatürlich funkelten.
836;206;2;19;female;rechts;73432;72072;keine;ja;female;27;2;1560518616003;2;sodass_es_mf;verehren;subject; m; f;es; sodass; Patrick verehrte Anastasia, sodass ...;er ihr gefallen wollte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;508;728;Selected;180;Patrick verehrte Anastasia, sodass; m;Patrick;Anastasia;es;verehrte;2;er ihr gefallen wollte;er alles für sie tun würde, um ihre Zuneigung zu gewinnen.
1113;302;3;26;female;rechts;83527;70619;keine;ja;female;110;5;15604476772821;2;sodass_se_mf;bezaubern;object; m; f;se; sodass; Tim bezauberte Martha, sodass ...;sie ihn küsste;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;682;1113;Selected;242;Tim bezauberte Martha, sodass; m;Tim;Martha;se;bezauberte;1;sie ihn küsste;sie sich unsterblich in ihn verliebte.
1944;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;67;18;15604624047544;2;sodass_es_mf;ekeln sich vor;subject; m; f;es; sodass; Klaus ekelte sich vor Marie, sodass ...;sie sich verletzt fühlte.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1896;622;Selected;449;Klaus ekelte sich vor Marie, sodass; m;Klaus;Marie;es;ekelte sich vor;2;sie sich verletzt fühlte.;er den Raum verließ, sobald sie eintrat.
842;206;2;19;female;rechts;73432;72072;keine;ja;female;54;6;15605188900415;2;weil_se_fm;verwirren;subject; f; m;se; weil; Jana verwirrte Daniel, weil ...;sie undeutlich sprach;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;221;739;Selected;186;Jana verwirrte Daniel, weil; f;Jana;Daniel;se;verwirrte;0;sie undeutlich sprach;sie plötzlich in einer unbekannten Sprache sprach.
181;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;32;7;15604138518365;2;sodass_es_mf;schätzen;subject; m; f;es; sodass; Oliver schätzte Lena, sodass ...;sie gerne viel Zeit miteinander verbringen.;sinnvoll;Plural; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1211;1413;Not Selected;39;Oliver schätzte Lena, sodass; m;Oliver;Lena;es;schätzte;2;sie gerne viel Zeit miteinander verbringen.;er oft ihre Meinung zu wichtigen Entscheidungen einholte.
144;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;51;5;15604621323678;2;weil_se_mf;bezaubern;subject; m; f;se; weil; Tim bezauberte Martha, weil ...;heute ihr Jahrestag war.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;47;617;Not Selected;29;Tim bezauberte Martha, weil; m;Tim;Martha;se;bezauberte;0;heute ihr Jahrestag war.;er ihr eine beeindruckende musikalische Darbietung am Klavier präsentierte.
1355;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;7;9;15604127620166;2;weil_es_fm;hassen;object; f; m;es; weil; Annemarie hasste Malte, weil ...;er ihren Pudding aus dem WG-Kühlschrank gegessen hat.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;610;1402;Selected;312;Annemarie hasste Malte, weil; f;Annemarie;Malte;es;hasste;3;er ihren Pudding aus dem WG-Kühlschrank gegessen hat.;er immer unpünktlich war.
1820;413;4;29;male;rechts;72108;71032;keine;ja;male;24;7;15605387053848;2;weil_se_mf;überraschen;subject; m; f;se; weil; Oliver überraschte Lena, weil ...;er früher Olivia hieß.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1936;2053;Selected;398;Oliver überraschte Lena, weil; m;Oliver;Lena;se;überraschte;0;er früher Olivia hieß.;er heimlich ein romantisches Abendessen für ihren Jahrestag geplant hatte.
1903;103;1;32;male;rechts;27472;72074;keine;ja;male;90;16;15605486999809;2;weil_se_mf;entzücken;subject; m; f;se; weil; Dennis entzückte Stefanie, weil ...;sie selten so einen niedlichen Welpen gesehen hatte;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;349;110;Selected;439;Dennis entzückte Stefanie, weil; m;Dennis;Stefanie;se;entzückte;0;sie selten so einen niedlichen Welpen gesehen hatte;er ihren Lieblingskuchen gebacken und mit einem liebevollen Lächeln überreicht hatte.
1275;307;3;18;female;rechts;70174;72074;keine;nein;female;13;14;15605276527325;2;weil_se_mf;verblüffen;subject; m; f;se; weil; Yannick verblüffte Janina, weil ...;er besser in Mathe war als sie;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;318;1283;Selected;288;Yannick verblüffte Janina, weil; m;Yannick;Janina;se;verblüffte;0;er besser in Mathe war als sie;er plötzlich fließend Mandarin sprach.
1127;302;3;26;female;rechts;83527;70619;keine;ja;female;22;13;15604468280569;2;weil_es_fm;bemitleiden;object; f; m;es; weil; Melanie bemitleidete Jacob, weil ...;er Pickel hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;442;1085;Selected;256;Melanie bemitleidete Jacob, weil; f;Melanie;Jacob;es;bemitleidete;3;er Pickel hatte.;er nach ihrem Streit ganz allein gelassen worden war.
1756;411;4;26;female;rechts;71642;72074;keine;nein;female;35;2;15604280550635;2;sodass_se_mf;faszinieren;object; m; f;se; sodass; Patrick faszinierte Anastasia, sodass ...;sie kaum die Augen von ihm lassen konnte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1095;1971;Selected;364;Patrick faszinierte Anastasia, sodass; m;Patrick;Anastasia;se;faszinierte;1;sie kaum die Augen von ihm lassen konnte.;sie jedes ihrer Treffen mit Vorfreude erwartete.
1278;307;3;18;female;rechts;70174;72074;keine;nein;female;27;15;15605278718922;2;sodass_es_mf;fürchten;subject; m; f;es; sodass; Rüdiger fürchtete Katharina, sodass ...;er ein trauriges Gesicht machte;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1207;1289;Selected;291;Rüdiger fürchtete Katharina, sodass; m;Rüdiger;Katharina;es;fürchtete;2;er ein trauriges Gesicht machte;er ihre Anrufe oft ignorierte und sich nervös umsah, wenn sie den Raum betrat.
284;101;1;26;female;rechts;81479;72070;keine;ja;female;78;2;15604396626819;2;weil_es_mf;verehren;object; m; f;es; weil; Patrick verehrte Anastasia, weil ...;sie so gut roch.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1102;26;Selected;60;Patrick verehrte Anastasia, weil; m;Patrick;Anastasia;es;verehrte;3;sie so gut roch.;sie eine außergewöhnliche Ausstrahlung hatte und Mitgefühl zeigte.
483;107;1;30;female;rechts;71131;71093;keine;nein;female;76;8;15604155563526;2;sodass_es_fm;mögen;subject; f; m;es; sodass; Jennifer mochte Tobias, sodass ...;sie ihn auf Instagram stalkte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;124;266;Selected;132;Jennifer mochte Tobias, sodass; f;Jennifer;Tobias;es;mochte;2;sie ihn auf Instagram stalkte.;sie ihn zu ihrer Geburtstagsfeier einlud.
300;101;1;26;female;rechts;81479;72070;keine;ja;female;114;11;1560440254096;2;sodass_se_mf;begeistern;object; m; f;se; sodass; Armin begeisterte Anna, sodass ...;sie ganz erstaunt war über seine offene Art.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;58;38;Selected;76;Armin begeisterte Anna, sodass; m;Armin;Anna;se;begeisterte;1;sie ganz erstaunt war über seine offene Art.;sie voller Freude zustimmte, an dem Projekt teilzunehmen.
1267;307;3;18;female;rechts;70174;72074;keine;nein;female;29;8;15605278908906;2;weil_es_mf;mögen;object; m; f;es; weil; Tobias mochte Jennifer, weil ...;sie ihn beschützte;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;226;1291;Selected;280;Tobias mochte Jennifer, weil; m;Tobias;Jennifer;es;mochte;3;sie ihn beschützte;sie immer für ihn da war und ihm mit ihrer fröhlichen Art den Tag erhellte.
1889;411;4;26;female;rechts;71642;72074;keine;nein;female;99;10;15604290704083;2;sodass_se_mf;beeindrucken;object; m; f;se; sodass; Robin beeindruckte Adele, sodass ...;diese kaum an jemand anderen denken konnte.;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1225;1996;Selected;428;Robin beeindruckte Adele, sodass; m;Robin;Adele;se;beeindruckte;1;diese kaum an jemand anderen denken konnte.;sie begann, sich für seine Ideen zu interessieren.
1286;307;3;18;female;rechts;70174;72074;keine;nein;female;87;20;15605284996839;2;weil_es_mf;bedauern;object; m; f;es; weil; Albert bedauerte Aisha, weil ...;sie so klein war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;66;1307;Selected;299;Albert bedauerte Aisha, weil; m;Albert;Aisha;es;bedauerte;3;sie so klein war.;er sich nicht die Zeit genommen hatte, ihre Sorgen früher zu verstehen.
1861;103;1;32;male;rechts;27472;72074;keine;ja;male;31;19;15605463825497;2;sodass_se_mf;erschüttern;object; m; f;se; sodass; Alexander erschütterte Alisa, sodass ...;diese eine ganze Weile brauchte, um sich wieder zu fangen;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;661;93;Selected;422;Alexander erschütterte Alisa, sodass; m;Alexander;Alisa;se;erschütterte;1;diese eine ganze Weile brauchte, um sich wieder zu fangen;sie sprachlos dastand und nicht wusste, wie sie reagieren sollte.
859;206;2;19;female;rechts;73432;72072;keine;ja;female;116;16;15605194627616;2;sodass_se_mf;entzücken;object; m; f;se; sodass; Dennis entzückte Stefanie, sodass ...;sie glücklich war;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;359;760;Selected;203;Dennis entzückte Stefanie, sodass; m;Dennis;Stefanie;se;entzückte;1;sie glücklich war;sie ein breites Lächeln aufsetzte und vor Freude strahlte.
743;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;39;4;15604619945429;2;weil_es_fm;respektieren;object; f; m;es; weil; Saskia respektierte Kevin, weil ...;er liebevoll war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;897;612;Selected;154;Saskia respektierte Kevin, weil; f;Saskia;Kevin;es;respektierte;3;er liebevoll war.;er immer ehrlich und zuverlässig war.
473;107;1;30;female;rechts;71131;71093;keine;nein;female;99;2;15604160711672;2;weil_es_mf;verehren;object; m; f;es; weil; Patrick verehrte Anastasia, weil ...;sie eine großartige Künstlerin war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;18;271;Selected;122;Patrick verehrte Anastasia, weil; m;Patrick;Anastasia;es;verehrte;3;sie eine großartige Künstlerin war.;sie eine beeindruckende Ausstrahlung und Intelligenz hatte.
1139;302;3;26;female;rechts;83527;70619;keine;ja;female;45;20;15604471053358;2;sodass_se_fm;erschrecken;object; f; m;se; sodass; Aisha erschreckte Albert, sodass ...;er wegrannte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1608;1092;Selected;268;Aisha erschreckte Albert, sodass; f;Aisha;Albert;se;erschreckte;1;er wegrannte.;er vor Schreck sein Glas fallen ließ.
1256;307;3;18;female;rechts;70174;72074;keine;nein;female;45;1;15605280921571;2;weil_es_fm;verachten;object; f; m;es; weil; Johanna verachtete Lars, weil ...;er andere Leute schlug.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;40;1295;Selected;269;Johanna verachtete Lars, weil; f;Johanna;Lars;es;verachtete;3;er andere Leute schlug.;er ihre Freundschaft ausnutzte und ihr Vertrauen missbrauchte.
1356;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;114;9;15604178351954;2;sodass_se_mf;stören;object; m; f;se; sodass; Malte störte Annemarie, sodass ...;sie nun den Satz von vorne schreiben musste.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1038;1437;Selected;313;Malte störte Annemarie, sodass; m;Malte;Annemarie;se;störte;1;sie nun den Satz von vorne schreiben musste.;sie ihre Konzentration verlor und sich verärgert an ihn wandte.
1943;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;7;14;15604612753627;2;sodass_es_mf;anhimmeln;subject; m; f;es; sodass; Yannick himmelte Janina an, sodass ...;sie genervt von ihm war.;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1490;603;Selected;448;Yannick himmelte Janina an, sodass; m;Yannick;Janin;es;himmelte;2;sie genervt von ihm war.;er alles tat, um ihre Aufmerksamkeit zu gewinnen.
742;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;8;3;15604612844283;2;weil_es_mf;verabscheuen;object; m; f;es; weil; Michael verabscheute Simone, weil ...;sie sehr dominant ist.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1816;604;Selected;153;Michael verabscheute Simone, weil; m;Michael;Simone;es;verabscheute;3;sie sehr dominant ist.;sie ihn immer vor anderen bloßstellte.
482;107;1;30;female;rechts;71131;71093;keine;nein;female;120;7;1560416486741;2;weil_es_fm;schätzen;object; f; m;es; weil; Lena schätzte Oliver, weil ...;er ihr im Haushalt half.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1745;280;Selected;131;Lena schätzte Oliver, weil; f;Lena;Oliver;es;schätzte;3;er ihr im Haushalt half.;er immer aufmerksam und zuverlässig war.
1283;307;3;18;female;rechts;70174;72074;keine;nein;female;22;18;15605277525725;2;sodass_es_fm;ekeln sich vor;subject; f; m;es; sodass; Marie ekelte sich vor Klaus, sodass ...;sie sich duschte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1049;1286;Selected;296;Marie ekelte sich vor Klaus, sodass; f;Marie;Klaus;es;ekelte sich vor;2;sie sich duschte.;sie immer einen großen Bogen um ihn machte.
